date,emiten,close,volume,stock_return,volatility,market_return
2020-03-01,ADRO,990.0,1540000000.0,-0.15415067982725836,0.08990244676269928,-0.1834195973864485
2020-04-01,ADRO,920.0,997800000.0,-0.07333127308554963,0.05135787733212039,0.038354495264067964
2020-05-01,ADRO,1100.0,1230000000.0,0.1786917887433759,0.17360467979670646,0.007858532672410662
2020-06-01,ADRO,995.0,1430000000.0,-0.10032272162786915,0.15389025255342673,0.03143027116709011
2020-07-01,ADRO,1085.0,1650000000.0,0.0865925288159671,0.14216696845925222,0.04859026687461751
2020-08-01,ADRO,1085.0,1090000000.0,0.0,0.09354163544473042,0.017108421431161196
2020-09-01,ADRO,1135.0,1790000000.0,0.04505266394094314,0.043308138089653406,-0.07293113825253193
2020-10-01,ADRO,1125.0,1230000000.0,-0.0088496152769825,0.028906498472412185,0.0516584197935001
2020-11-01,ADRO,1390.0,2660000000.0,0.2115207114862169,0.11487685252488282,0.09022142866260591
2020-12-01,ADRO,1430.0,3810000000.0,0.028370697129215566,0.11796352567093503,0.06328303840441724
2021-01-01,ADRO,1200.0,2840000000.0,-0.1753528874778613,0.19352795158130906,-0.01971449038253515
2021-02-01,ADRO,1180.0,2390000000.0,-0.01680711831638129,0.10698994879006044,0.06271805523165051
2021-03-01,ADRO,1175.0,2780000000.0,-0.004246290881451097,0.09536945938791767,-0.04192538321065883
2021-04-01,ADRO,1245.0,991360000.0,0.057867382320548735,0.03998367131273682,0.0016859835362027938
2021-05-01,ADRO,1190.0,1000000000.0,-0.04518222279323291,0.05188622173280887,-0.008064964990874517
2021-06-01,ADRO,1205.0,2190000000.0,0.012526259819180256,0.05164834213089141,0.006373969346252885
2021-07-01,ADRO,1335.0,1390000000.0,0.10245172490959459,0.07440053847416672,0.014026987831836188
2021-08-01,ADRO,1260.0,1530000000.0,-0.05781957088882625,0.0803347303750914,0.013135666280975697
2021-09-01,ADRO,1760.0,2920000000.0,0.33420208808667373,0.1970939286209819,0.021973604736417025
2021-10-01,ADRO,1680.0,4219999999.9999995,-0.04652001563489282,0.22314344464081667,0.04728371752358916
2021-11-01,ADRO,1700.0,1550000000.0,0.011834457647002798,0.20505099120685044,-0.008749583447547761
2021-12-01,ADRO,2250.0,4720000000.0,0.28030196515415834,0.17430464435674642,0.007251044128810151
2022-01-01,ADRO,2240.0,3180000000.0,-0.004454350349380309,0.15990949892162892,0.007518599095578722
2022-02-01,ADRO,2450.0,2330000000.0,0.08961215868968714,0.14508461303173253,0.038027204271468315
2022-03-01,ADRO,2690.0,4090000000.0,0.09345316905711218,0.055451395894321236,0.02625868925482401
2022-04-01,ADRO,3340.0,2560000000.0,0.2164296133748613,0.07213485753608247,0.022024127406266802
2022-05-01,ADRO,3270.0,2540000000.0,-0.021180822079447024,0.11882962370393964,-0.011119973701102015
2022-06-01,ADRO,2860.0,3410000000.0,-0.1339683600774008,0.17886609869018322,-0.033770024618140604
2022-07-01,ADRO,3250.0,2089999999.9999998,0.127833371509885,0.13131793815064524,0.005704531905731351
2022-08-01,ADRO,3540.0,2200000000.0,0.08547173080403696,0.14052793835595254,0.032200187272804874
2022-09-01,ADRO,3960.0,2330000000.0,0.112117298120706,0.021414519310087685,-0.019381184867737062
2022-10-01,ADRO,3980.0,1600000000.0,0.005037794029957081,0.05574588869582623,0.00821663371957248
